episode;score;step;time;apples;mines;end
1;-0.3300000000000003;18;3.7634963989257812;100.0;50.0;100.0
2;-0.6999999999999997;11;2.2449276447296143;0.0;0.0;100.0
3;0.13;12;2.4464902877807617;33.33333333333333;0.0;100.0
4;-1.0;1;0.2051103115081787;0.0;0.0;0.0
5;-1.0;1;0.20507526397705078;0.0;0.0;0.0
6;-0.2500000000000002;12;2.44828724861145;33.33333333333333;0.0;100.0
7;-1.0;1;0.2039189338684082;0.0;0.0;0.0
8;0.5799999999999997;13;2.6486923694610596;40.0;0.0;100.0
9;0.2999999999999998;11;2.2390565872192383;33.33333333333333;0.0;100.0
10;-0.44000000000000017;15;3.0592966079711914;50.0;33.33333333333333;100.0
11;-1.0;1;0.20505452156066895;0.0;0.0;0.0
12;-1.0;1;0.20505523681640625;0.0;0.0;0.0
13;-1.0;1;0.204575777053833;0.0;0.0;0.0
14;-0.5899999999999999;14;2.852090835571289;20.0;0.0;100.0
15;-1.0;1;0.20381450653076172;0.0;0.0;0.0
16;-0.6999999999999997;11;2.2411556243896484;0.0;0.0;100.0
17;-1.0;1;0.20569753646850586;0.0;0.0;0.0
18;0.4099999999999999;14;2.850696563720703;50.0;0.0;100.0
19;1.0299999999999996;14;2.851855993270874;75.0;0.0;100.0
20;-1.0;1;0.20462250709533691;0.0;0.0;0.0
