0,54
0,6799999999999999
-3,8600000000000025
-4,000000000000003
-4,000000000000003
-3,7200000000000024
-3,8600000000000025
-4,000000000000003
-3,8600000000000025
-4,000000000000003
0,52
-3,7200000000000024
-4,000000000000003
0,41999999999999993
0,56
-3,8600000000000025
-3,7200000000000024
0,54
0,6799999999999999
-4,000000000000003
-4,000000000000003
-4,000000000000003
-4,000000000000003
-3,440000000000002
-4,000000000000003
-3,8600000000000025
0,6799999999999999
-4,000000000000003
0,74
-4,000000000000003
0,42000000000000015
0,6000000000000001
-4,000000000000003
0,48
-4,000000000000003
-4,000000000000003
-3,7200000000000024
-3,8600000000000025
-4,000000000000003
-3,8600000000000025
0,6599999999999999
0,74
0,54
-4,000000000000003
-4,000000000000003
0,6799999999999999
-4,000000000000003
-3,7200000000000024
0,54
-4,000000000000003
-3,7200000000000024
0,6799999999999999
0,7
0,6799999999999999
-3,8600000000000025
0,68
0,26
0,4600000000000001
-3,7200000000000024
0,28
0,54
-3,5800000000000023
-3,7200000000000024
-3,7200000000000024
0,68
0,54
0,56
-4,000000000000003
-4,000000000000003
0,74
0,54
0,6799999999999999
0,4600000000000001
0,96
0,54
-4,000000000000003
-4,000000000000003
0,6799999999999999
0,82
0,33999999999999997
0,6799999999999999
-4,000000000000003
-4,000000000000003
-4,000000000000003
0,56
-4,000000000000003
-4,000000000000003
-3,7200000000000024
0,21999999999999997
-3,5800000000000023
0,54
-4,000000000000003
0,6000000000000001
-4,000000000000003
0,68
0,54
-4,000000000000003
-3,8600000000000025
-4,000000000000003
0,6799999999999999
-3,8600000000000025
-4,000000000000003
0,6800000000000002
0,68
-3,8600000000000025
-3,7200000000000024
-4,000000000000003
-3,7200000000000024
0,82
-4,000000000000003
-3,7200000000000024
0,14000000000000012
0,82
-4,000000000000003
0,33999999999999997
0,82
-3,8600000000000025
0,6799999999999999
0,96
0,74
-3,7200000000000024
0,82
-3,5800000000000023
-4,000000000000003
-4,000000000000003
0,6799999999999999
0,74
0,41999999999999993
-3,7200000000000024
0,2799999999999999
-3,8600000000000025
-4,000000000000003
0,68
-3,8600000000000025
0,54
-3,7200000000000024
0,54
0,6000000000000001
0,4
-4,000000000000003
0,42000000000000004
-3,8600000000000025
0,6799999999999999
-3,8600000000000025
-4,000000000000003
-3,8600000000000025
0,54
0,8200000000000001
-4,000000000000003
-4,000000000000003
0,82
-4,000000000000003
0,41999999999999993
-3,8600000000000025
-4,000000000000003
0,6799999999999999
-3,8600000000000025
-4,000000000000003
0,41999999999999993
0,54
-3,8600000000000025
0,54
0,82
-3,8600000000000025
-3,8600000000000025
-4,000000000000003
-4,000000000000003
-4,000000000000003
0,56
-4,000000000000003
-4,000000000000003
0,52
-4,000000000000003
0,54
0,8200000000000001
-3,7200000000000024
-3,5800000000000023
-3,7200000000000024
0,41999999999999993
0,82
-4,000000000000003
-4,000000000000003
-3,7200000000000024
-3,8600000000000025
-3,8600000000000025
0,6000000000000001
-4,000000000000003
-4,000000000000003
-4,000000000000003
0,82
0,68
0,88
-3,7200000000000024
0,41999999999999993
0,4
-4,000000000000003
0,28
0,28
0,6000000000000001
0,41999999999999993
-3,8600000000000025
0,82
-3,8600000000000025
-4,000000000000003
-3,8600000000000025
0,56
-3,8600000000000025
0,54
0,14000000000000012
0,68
0,82
0,28
0,41999999999999993
0,54
-3,8600000000000025
-3,8600000000000025
0,6799999999999999
0,54
0,6799999999999999
-3,7200000000000024
-4,000000000000003
0,2799999999999999
-4,000000000000003
-4,000000000000003
-3,5800000000000023
-3,440000000000002
-4,000000000000003
0,41999999999999993
-3,8600000000000025
0,7
-3,7200000000000024
0,68
0,54
-3,5800000000000023
0,5599999999999999
-4,000000000000003
-3,5800000000000023
-4,000000000000003
0,6799999999999999
-4,000000000000003
-3,8600000000000025
0,54
-4,000000000000003
-3,8600000000000025
-3,7200000000000024
0,4
0,6799999999999999
0,20000000000000018
-3,5800000000000023
0,54
-4,000000000000003
0,41999999999999993
